t,vEgo,aEgo,roll,targetLateralAcceleration,steerCommand
94.19999999,1,0,0,1,
94.29999999,1,0,0,1,
94.39999999,1,0,0,1,
94.49999999,1,0,0,1,
94.59999999,1,0,0,1,
94.69999999,1,0,0,1,
94.79999999,1,0,0,1,
94.89999999,1,0,0,1,
94.99999999,1,0,0,1,
95.09999999,1,0,0,1,
95.19999999,1,0,0,1,
95.29999999,1,0,0,1,
95.39999999,1,0,0,1,
95.49999999,1,0,0,1,
95.59999999,1,0,0,1,
95.69999999,1,0,0,1,
95.79999999,1,0,0,1,
95.89999999,1,0,0,1,
95.99999999,1,0,0,1,
96.09999999,1,0,0,1,
96.19999999,1,0,0,1,
96.29999999,1,0,0,1,
96.39999999,1,0,0,1,
96.49999999,1,0,0,1,
96.59999999,1,0,0,1,
96.69999999,1,0,0,1,
96.79999999,1,0,0,1,
96.89999999,1,0,0,1,
96.99999999,1,0,0,1,
97.09999999,1,0,0,1,
97.19999999,1,0,0,1,
97.29999999,1,0,0,1,
97.39999999,1,0,0,1,
97.49999999,1,0,0,1,
97.59999999,1,0,0,1,
97.69999999,1,0,0,1,
97.79999999,1,0,0,1,
97.89999999,1,0,0,1,
97.99999999,1,0,0,1,
98.09999999,1,0,0,1,
98.19999999,1,0,0,1,
98.29999999,1,0,0,1,
98.39999999,1,0,0,1,
98.49999999,1,0,0,1,
98.59999999,1,0,0,1,
98.69999999,1,0,0,1,
98.79999999,1,0,0,1,
98.89999999,1,0,0,1,
98.99999999,1,0,0,1,
99.09999999,1,0,0,1,
99.19999999,1,0,0,1,
99.29999999,1,0,0,1,
99.39999999,1,0,0,1,
99.49999999,1,0,0,1,
99.59999999,1,0,0,1,
99.69999999,1,0,0,1,
99.79999999,1,0,0,1,
99.89999999,1,0,0,1,
99.99999999,1,0,0,0,
100.1,1,0,0,0,
100.2,1,0,0,0,
100.3,1,0,0,0,
100.4,1,0,0,0,
100.5,1,0,0,0,
100.6,1,0,0,0,
100.7,1,0,0,0,
100.8,1,0,0,0,
100.9,1,0,0,0,
101,1,0,0,0,
101.1,1,0,0,0,
101.2,1,0,0,0,
101.3,1,0,0,0,
101.4,1,0,0,0,
101.5,1,0,0,0,
101.6,1,0,0,0,
101.7,1,0,0,0,
101.8,1,0,0,0,
101.9,1,0,0,0,
102,1,0,0,0,
102.1,1,0,0,0,
102.2,1,0,0,0,
102.3,1,0,0,0,
102.4,1,0,0,0,
102.5,1,0,0,0,
102.6,1,0,0,0,
102.7,1,0,0,0,
102.8,1,0,0,0,
102.9,1,0,0,0,
103,1,0,0,0,
103.1,1,0,0,0,
103.2,1,0,0,0,
103.3,1,0,0,0,
103.4,1,0,0,0,
103.5,1,0,0,0,
103.6,1,0,0,0,
103.7,1,0,0,0,
103.8,1,0,0,0,
103.9,1,0,0,0,
104,1,0,0,0,
104.1,1,0,0,0,
104.2,1,0,0,0,
104.3,1,0,0,0,
104.4,1,0,0,0,
104.5,1,0,0,0,
104.6,1,0,0,0,
104.7,1,0,0,0,
104.8,1,0,0,0,
104.9,1,0,0,0,
105,1,0,0,0,
105.1,1,0,0,0,
105.2,1,0,0,0,
105.3,1,0,0,0,
105.4,1,0,0,0,
105.5,1,0,0,0,
105.6,1,0,0,0,
105.7,1,0,0,0,
105.8,1,0,0,0,
105.9,1,0,0,0,
106,1,0,0,0,
106.1,1,0,0,0,
106.2,1,0,0,0,
106.3,1,0,0,0,
106.4,1,0,0,0,
106.5,1,0,0,0,
106.6,1,0,0,0,
106.7,1,0,0,0,
106.8,1,0,0,0,
106.9,1,0,0,0,
107,1,0,0,0,
107.1,1,0,0,0,
107.2,1,0,0,0,
107.3,1,0,0,0,
107.4,1,0,0,0,
107.5,1,0,0,0,
107.6,1,0,0,0,
107.7,1,0,0,0,
107.8,1,0,0,0,
107.9,1,0,0,0,
108,1,0,0,0,
108.1,1,0,0,0,
108.2,1,0,0,0,
108.3,1,0,0,0,
108.4,1,0,0,0,
108.5,1,0,0,0,
108.6,1,0,0,0,
108.7,1,0,0,0,
108.8,1,0,0,0,
108.9,1,0,0,0,
109,1,0,0,0,
109.1,1,0,0,0,
109.2,1,0,0,0,
109.3,1,0,0,0,
109.4,1,0,0,0,
109.5,1,0,0,0,
109.6,1,0,0,0,
109.7,1,0,0,0,
109.8,1,0,0,0,
109.9,1,0,0,0,
110,1,0,0,0,
110.1,1,0,0,0,
110.2,1,0,0,0,
110.3,1,0,0,0,
110.4,1,0,0,0,
110.5,1,0,0,0,
110.6,1,0,0,0,
110.7,1,0,0,0,
110.8,1,0,0,0,
110.9,1,0,0,0,
111,1,0,0,0,
111.1,1,0,0,0,
111.2,1,0,0,0,
111.3,1,0,0,0,
111.4,1,0,0,0,
111.5,1,0,0,0,
111.6,1,0,0,0,
111.7,1,0,0,0,
111.8,1,0,0,0,
111.9,1,0,0,0,
112,1,0,0,0,
112.1,1,0,0,0,
112.2,1,0,0,0,
112.3,1,0,0,0,
112.4,1,0,0,0,
112.5,1,0,0,0,
112.6,1,0,0,0,
112.7,1,0,0,0,
112.8,1,0,0,0,
112.9,1,0,0,0,
113,1,0,0,0,
113.1,1,0,0,0,
113.2,1,0,0,0,
113.3,1,0,0,0,
113.4,1,0,0,0,
113.5,1,0,0,0,
113.6,1,0,0,0,
113.7,1,0,0,0,
113.8,1,0,0,0,
113.9,1,0,0,0,
114,1,0,0,0,
114.1,1,0,0,0,
114.2,1,0,0,0,
114.3,1,0,0,0,
114.4,1,0,0,0,
114.5,1,0,0,0,
114.6,1,0,0,0,
114.7,1,0,0,0,
114.8,1,0,0,0,
114.9,1,0,0,0,
115,1,0,0,0,
115.1,1,0,0,0,
115.2,1,0,0,0,
115.3,1,0,0,0,
115.4,1,0,0,0,
115.5,1,0,0,0,
115.6,1,0,0,0,
115.7,1,0,0,0,
115.8,1,0,0,0,
115.9,1,0,0,0,
116,1,0,0,0,
116.1,1,0,0,0,
116.2,1,0,0,0,
116.3,1,0,0,0,
116.4,1,0,0,0,
116.5,1,0,0,0,
116.6,1,0,0,0,
116.7,1,0,0,0,
116.8,1,0,0,0,
116.9,1,0,0,0,
117,1,0,0,0,
117.1,1,0,0,0,
117.2,1,0,0,0,
117.3,1,0,0,0,
117.4,1,0,0,0,
117.5,1,0,0,0,
117.6,1,0,0,0,
117.7,1,0,0,0,
117.8,1,0,0,0,
117.9,1,0,0,0,
118,1,0,0,0,
118.1,1,0,0,0,
118.2,1,0,0,0,
118.3,1,0,0,0,
118.4,1,0,0,0,
118.5,1,0,0,0,
118.6,1,0,0,0,
118.7,1,0,0,0,
118.8,1,0,0,0,
118.9,1,0,0,0,
119,1,0,0,0,
119.1,1,0,0,0,
119.2,1,0,0,0,
119.3,1,0,0,0,
119.4,1,0,0,0,
119.5,1,0,0,0,
119.6,1,0,0,0,
119.7,1,0,0,0,
119.8,1,0,0,0,
119.9,1,0,0,0,
120,1,0,0,0,
120.1,1,0,0,0,
120.2,1,0,0,0,
120.3,1,0,0,0,
120.4,1,0,0,0,
120.5,1,0,0,0,
120.6,1,0,0,0,
120.7,1,0,0,0,
120.8,1,0,0,0,
120.9,1,0,0,0,
121,1,0,0,0,
121.1,1,0,0,0,
121.2,1,0,0,0,
121.3,1,0,0,0,
121.4,1,0,0,0,
121.5,1,0,0,0,
121.6,1,0,0,0,
121.7,1,0,0,0,
121.8,1,0,0,0,
121.9,1,0,0,0,
122,1,0,0,0,
122.1,1,0,0,0,
122.2,1,0,0,0,
122.3,1,0,0,0,
122.4,1,0,0,0,
122.5,1,0,0,0,
122.6,1,0,0,0,
122.7,1,0,0,0,
122.8,1,0,0,0,
122.9,1,0,0,0,
123,1,0,0,0,
123.1,1,0,0,0,
123.2,1,0,0,0,
123.3,1,0,0,0,
123.4,1,0,0,0,
123.5,1,0,0,0,
123.6,1,0,0,0,
123.7,1,0,0,0,
123.8,1,0,0,0,
123.9,1,0,0,0,
124,1,0,0,0,
124.1,1,0,0,0,
124.2,1,0,0,0,
124.3,1,0,0,0,
124.4,1,0,0,0,
124.5,1,0,0,0,
124.6,1,0,0,0,
124.7,1,0,0,0,
124.8,1,0,0,0,
124.9,1,0,0,0,
125,1,0,0,0,
125.1,1,0,0,0,
125.2,1,0,0,0,
125.3,1,0,0,0,
125.4,1,0,0,0,
125.5,1,0,0,0,
125.6,1,0,0,0,
125.7,1,0,0,0,
125.8,1,0,0,0,
125.9,1,0,0,0,
126,1,0,0,0,
126.1,1,0,0,0,
126.2,1,0,0,0,
126.3,1,0,0,0,
126.4,1,0,0,0,
126.5,1,0,0,0,
126.6,1,0,0,0,
126.7,1,0,0,0,
126.8,1,0,0,0,
126.9,1,0,0,0,
127,1,0,0,0,
127.1,1,0,0,0,
127.2,1,0,0,0,
127.3,1,0,0,0,
127.4,1,0,0,0,
127.5,1,0,0,0,
127.6,1,0,0,0,
127.7,1,0,0,0,
127.8,1,0,0,0,
127.9,1,0,0,0,
128,1,0,0,0,
128.1,1,0,0,0,
128.2,1,0,0,0,
128.3,1,0,0,0,
128.4,1,0,0,0,
128.5,1,0,0,0,
128.6,1,0,0,0,
128.7,1,0,0,0,
128.8,1,0,0,0,
128.9,1,0,0,0,
129,1,0,0,0,
129.1,1,0,0,0,
129.2,1,0,0,0,
129.3,1,0,0,0,
129.4,1,0,0,0,
129.5,1,0,0,0,
129.6,1,0,0,0,
129.7,1,0,0,0,
129.8,1,0,0,0,
129.9,1,0,0,0,
130,1,0,0,0,
130.1,1,0,0,0,
130.2,1,0,0,0,
130.3,1,0,0,0,
130.4,1,0,0,0,
130.5,1,0,0,0,
130.6,1,0,0,0,
130.7,1,0,0,0,
130.8,1,0,0,0,
130.9,1,0,0,0,
131,1,0,0,0,
131.1,1,0,0,0,
131.2,1,0,0,0,
131.3,1,0,0,0,
131.4,1,0,0,0,
131.5,1,0,0,0,
131.6,1,0,0,0,
131.7,1,0,0,0,
131.8,1,0,0,0,
131.9,1,0,0,0,
132,1,0,0,0,
132.1,1,0,0,0,
132.2,1,0,0,0,
132.3,1,0,0,0,
132.4,1,0,0,0,
132.5,1,0,0,0,
132.6,1,0,0,0,
132.7,1,0,0,0,
132.8,1,0,0,0,
132.9,1,0,0,0,
133,1,0,0,0,
133.1,1,0,0,0,
133.2,1,0,0,0,
133.3,1,0,0,0,
133.4,1,0,0,0,
133.5,1,0,0,0,
133.6,1,0,0,0,
133.7,1,0,0,0,
133.8,1,0,0,0,
133.9,1,0,0,0,
134,1,0,0,0,
134.1,1,0,0,0,
134.2,1,0,0,0,
134.3,1,0,0,0,
134.4,1,0,0,0,
134.5,1,0,0,0,
134.6,1,0,0,0,
134.7,1,0,0,0,
134.8,1,0,0,0,
134.9,1,0,0,0,
135,1,0,0,0,
135.1,1,0,0,0,
135.2,1,0,0,0,
135.3,1,0,0,0,
135.4,1,0,0,0,
135.5,1,0,0,0,
135.6,1,0,0,0,
135.7,1,0,0,0,
135.8,1,0,0,0,
135.9,1,0,0,0,
136,1,0,0,0,
136.1,1,0,0,0,
136.2,1,0,0,0,
136.3,1,0,0,0,
136.4,1,0,0,0,
136.5,1,0,0,0,
136.6,1,0,0,0,
136.7,1,0,0,0,
136.8,1,0,0,0,
136.9,1,0,0,0,
137,1,0,0,0,
137.1,1,0,0,0,
137.2,1,0,0,0,
137.3,1,0,0,0,
137.4,1,0,0,0,
137.5,1,0,0,0,
137.6,1,0,0,0,
137.7,1,0,0,0,
137.8,1,0,0,0,
137.9,1,0,0,0,
138,1,0,0,0,
138.1,1,0,0,0,
138.2,1,0,0,0,
138.3,1,0,0,0,
138.4,1,0,0,0,
138.5,1,0,0,0,
138.6,1,0,0,0,
138.7,1,0,0,0,
138.8,1,0,0,0,
138.9,1,0,0,0,
139,1,0,0,0,
139.1,1,0,0,0,
139.2,1,0,0,0,
139.3,1,0,0,0,
139.4,1,0,0,0,
139.5,1,0,0,0,
139.6,1,0,0,0,
139.7,1,0,0,0,
139.8,1,0,0,0,
139.9,1,0,0,0,
140,1,0,0,1,
140.1,1,0,0,1,
140.2,1,0,0,1,
140.3,1,0,0,1,
140.4,1,0,0,1,
140.5,1,0,0,1,
140.6,1,0,0,1,
140.7,1,0,0,1,
140.8,1,0,0,1,
140.9,1,0,0,1,
141,1,0,0,1,
141.1,1,0,0,1,
141.2,1,0,0,1,
141.3,1,0,0,1,
141.4,1,0,0,1,
141.5,1,0,0,1,
141.6,1,0,0,1,
141.7,1,0,0,1,
141.8,1,0,0,1,
141.9,1,0,0,1,
142,1,0,0,1,
142.1,1,0,0,1,
142.2,1,0,0,1,
142.3,1,0,0,1,
142.4,1,0,0,1,
142.5,1,0,0,1,
142.6,1,0,0,1,
142.7,1,0,0,1,
142.8,1,0,0,1,
142.9,1,0,0,1,
143,1,0,0,1,
143.1,1,0,0,1,
143.2,1,0,0,1,
143.3,1,0,0,1,
143.4,1,0,0,1,
143.5,1,0,0,1,
143.6,1,0,0,1,
143.7,1,0,0,1,
143.8,1,0,0,1,
143.9,1,0,0,1,
144,1,0,0,1,
144.1,1,0,0,1,
144.2,1,0,0,1,
144.3,1,0,0,1,
144.4,1,0,0,1,
144.5,1,0,0,1,
144.6,1,0,0,1,
144.7,1,0,0,1,
144.8,1,0,0,1,
144.9,1,0,0,1,
145,1,0,0,1,
145.1,1,0,0,1,
145.2,1,0,0,1,
145.3,1,0,0,1,
145.4,1,0,0,1,
145.5,1,0,0,1,
145.6,1,0,0,1,
145.7,1,0,0,1,
145.8,1,0,0,1,
145.9,1,0,0,1,
146,1,0,0,1,
146.1,1,0,0,1,
146.2,1,0,0,1,
146.3,1,0,0,1,
146.4,1,0,0,1,
146.5,1,0,0,1,
146.6,1,0,0,1,
146.7,1,0,0,1,
146.8,1,0,0,1,
146.9,1,0,0,1,
147,1,0,0,1,
147.1,1,0,0,1,
147.2,1,0,0,1,
147.3,1,0,0,1,
147.4,1,0,0,1,
147.5,1,0,0,1,
147.6,1,0,0,1,
147.7,1,0,0,1,
147.8,1,0,0,1,
147.9,1,0,0,1,
148,1,0,0,1,
148.1,1,0,0,1,
148.2,1,0,0,1,
148.3,1,0,0,1,
148.4,1,0,0,1,
148.5,1,0,0,1,
148.6,1,0,0,1,
148.7,1,0,0,1,
148.8,1,0,0,1,
148.9,1,0,0,1,
149,1,0,0,1,
149.1,1,0,0,1,
149.2,1,0,0,1,
149.3,1,0,0,1,
149.4,1,0,0,1,
149.5,1,0,0,1,
149.6,1,0,0,1,
149.7,1,0,0,1,
149.8,1,0,0,1,
149.9,1,0,0,1,
150,1,0,0,1,
150.1,1,0,0,1,
150.2,1,0,0,1,
150.3,1,0,0,1,
150.4,1,0,0,1,
150.5,1,0,0,1,
150.6,1,0,0,1,
150.7,1,0,0,1,
150.8,1,0,0,1,
150.9,1,0,0,1,
151,1,0,0,1,
151.1,1,0,0,1,
151.2,1,0,0,1,
151.3,1,0,0,1,
151.4,1,0,0,1,
151.5,1,0,0,1,
151.6,1,0,0,1,
151.7,1,0,0,1,
151.8,1,0,0,1,
151.9,1,0,0,1,
152,1,0,0,1,
152.1,1,0,0,1,
152.2,1,0,0,1,
152.3,1,0,0,1,
152.4,1,0,0,1,
152.5,1,0,0,1,
152.6,1,0,0,1,
152.7,1,0,0,1,
152.8,1,0,0,1,
152.9,1,0,0,1,
153,1,0,0,1,
153.1,1,0,0,1,
153.2,1,0,0,1,
153.3,1,0,0,1,
153.4,1,0,0,1,
153.5,1,0,0,1,
153.6,1,0,0,1,
153.7,1,0,0,1,
153.8,1,0,0,1,
153.9,1,0,0,1,
154,1,0,0,1,
154.1,1,0,0,1,
154.2,1,0,0,1,
154.3,1,0,0,1,
154.4,1,0,0,1,
154.5,1,0,0,1,
154.6,1,0,0,1,
154.7,1,0,0,1,
154.8,1,0,0,1,
154.9,1,0,0,1,
155,1,0,0,1,
155.1,1,0,0,1,
155.2,1,0,0,1,
155.3,1,0,0,1,
155.4,1,0,0,1,
155.5,1,0,0,1,
155.6,1,0,0,1,
155.7,1,0,0,1,
155.8,1,0,0,1,
155.9,1,0,0,1,
156,1,0,0,1,
156.1,1,0,0,1,
156.2,1,0,0,1,
156.3,1,0,0,1,
156.4,1,0,0,1,
156.5,1,0,0,1,
156.6,1,0,0,1,
156.7,1,0,0,1,
156.8,1,0,0,1,
156.9,1,0,0,1,
157,1,0,0,1,
157.1,1,0,0,1,
157.2,1,0,0,1,
157.3,1,0,0,1,
157.4,1,0,0,1,
157.5,1,0,0,1,
157.6,1,0,0,1,
157.7,1,0,0,1,
157.8,1,0,0,1,
157.9,1,0,0,1,
158,1,0,0,1,
158.1,1,0,0,1,
158.2,1,0,0,1,
158.3,1,0,0,1,
158.4,1,0,0,1,
158.5,1,0,0,1,
158.6,1,0,0,1,
158.7,1,0,0,1,
158.8,1,0,0,1,
158.9,1,0,0,1,
159,1,0,0,1,
159.1,1,0,0,1,
159.2,1,0,0,1,
159.3,1,0,0,1,
159.4,1,0,0,1,
159.5,1,0,0,1,
159.6,1,0,0,1,
159.7,1,0,0,1,
159.8,1,0,0,1,
159.9,1,0,0,1,
160,1,0,0,0,
160.1,1,0,0,0,
160.2,1,0,0,0,
160.3,1,0,0,0,
160.4,1,0,0,0,
160.5,1,0,0,0,
160.6,1,0,0,0,
160.7,1,0,0,0,
160.8,1,0,0,0,
160.9,1,0,0,0,
161,1,0,0,0,
161.1,1,0,0,0,
161.2,1,0,0,0,
161.3,1,0,0,0,
161.4,1,0,0,0,
161.5,1,0,0,0,
161.6,1,0,0,0,
161.7,1,0,0,0,
161.8,1,0,0,0,
161.9,1,0,0,0,
162,1,0,0,0,
162.1,1,0,0,0,
162.2,1,0,0,0,
162.3,1,0,0,0,
162.4,1,0,0,0,
162.5,1,0,0,0,
162.6,1,0,0,0,
162.7,1,0,0,0,
162.8,1,0,0,0,
162.9,1,0,0,0,
163,1,0,0,0,
163.1,1,0,0,0,
163.2,1,0,0,0,
163.3,1,0,0,0,
163.4,1,0,0,0,
163.5,1,0,0,0,
163.6,1,0,0,0,
163.7,1,0,0,0,
163.8,1,0,0,0,
163.9,1,0,0,0,
164,1,0,0,0,
164.1,1,0,0,0,
164.2,1,0,0,0,
164.3,1,0,0,0,
164.4,1,0,0,0,
164.5,1,0,0,0,
164.6,1,0,0,0,
164.7,1,0,0,0,
164.8,1,0,0,0,
164.9,1,0,0,0,
165,1,0,0,0,
165.1,1,0,0,0,
165.2,1,0,0,0,
165.3,1,0,0,0,
165.4,1,0,0,0,
165.5,1,0,0,0,
165.6,1,0,0,0,
165.7,1,0,0,0,
165.8,1,0,0,0,
165.9,1,0,0,0,
166,1,0,0,0,
166.1,1,0,0,0,
166.2,1,0,0,0,
166.3,1,0,0,0,
166.4,1,0,0,0,
166.5,1,0,0,0,
166.6,1,0,0,0,
166.7,1,0,0,0,
166.8,1,0,0,0,
166.9,1,0,0,0,
167,1,0,0,0,
167.1,1,0,0,0,
167.2,1,0,0,0,
167.3,1,0,0,0,
167.4,1,0,0,0,
167.5,1,0,0,0,
167.6,1,0,0,0,
167.7,1,0,0,0,
167.8,1,0,0,0,
167.9,1,0,0,0,
168,1,0,0,0,
168.1,1,0,0,0,
168.2,1,0,0,0,
168.3,1,0,0,0,
168.4,1,0,0,0,
168.5,1,0,0,0,
168.6,1,0,0,0,
168.7,1,0,0,0,
168.8,1,0,0,0,
168.9,1,0,0,0,
169,1,0,0,0,
169.1,1,0,0,0,
169.2,1,0,0,0,
169.3,1,0,0,0,
169.4,1,0,0,0,
169.5,1,0,0,0,
169.6,1,0,0,0,
169.7,1,0,0,0,
169.8,1,0,0,0,
169.9,1,0,0,0,
170,1,0,0,0,
170.1,1,0,0,0,
170.2,1,0,0,0,
170.3,1,0,0,0,
170.4,1,0,0,0,
170.5,1,0,0,0,
170.6,1,0,0,0,
170.7,1,0,0,0,
170.8,1,0,0,0,
170.9,1,0,0,0,
171,1,0,0,0,
171.1,1,0,0,0,
171.2,1,0,0,0,
171.3,1,0,0,0,
171.4,1,0,0,0,
171.5,1,0,0,0,
171.6,1,0,0,0,
171.7,1,0,0,0,
171.8,1,0,0,0,
171.9,1,0,0,0,
172,1,0,0,0,
172.1,1,0,0,0,
172.2,1,0,0,0,
172.3,1,0,0,0,
172.4,1,0,0,0,
172.5,1,0,0,0,
172.6,1,0,0,0,
172.7,1,0,0,0,
172.8,1,0,0,0,
172.9,1,0,0,0,
173,1,0,0,0,
173.1,1,0,0,0,
173.2,1,0,0,0,
173.3,1,0,0,0,
173.4,1,0,0,0,
173.5,1,0,0,0,
173.6,1,0,0,0,
173.7,1,0,0,0,
173.8,1,0,0,0,
173.9,1,0,0,0,
174,1,0,0,0,
174.1,1,0,0,0,
174.2,1,0,0,0,
174.3,1,0,0,0,
174.4,1,0,0,0,
174.5,1,0,0,0,
174.6,1,0,0,0,
174.7,1,0,0,0,
174.8,1,0,0,0,
174.9,1,0,0,0,
175,1,0,0,0,
175.1,1,0,0,0,
175.2,1,0,0,0,
175.3,1,0,0,0,
175.4,1,0,0,0,
175.5,1,0,0,0,
175.6,1,0,0,0,
175.7,1,0,0,0,
175.8,1,0,0,0,
175.9,1,0,0,0,
176,1,0,0,0,
176.1,1,0,0,0,
176.2,1,0,0,0,
176.3,1,0,0,0,
176.4,1,0,0,0,
176.5,1,0,0,0,
176.6,1,0,0,0,
176.7,1,0,0,0,
176.8,1,0,0,0,
176.9,1,0,0,0,
177,1,0,0,0,
177.1,1,0,0,0,
177.2,1,0,0,0,
177.3,1,0,0,0,
177.4,1,0,0,0,
177.5,1,0,0,0,
177.6,1,0,0,0,
177.7,1,0,0,0,
177.8,1,0,0,0,
177.9,1,0,0,0,
178,1,0,0,0,
178.1,1,0,0,0,
178.2,1,0,0,0,
178.3,1,0,0,0,
178.4,1,0,0,0,
178.5,1,0,0,0,
178.6,1,0,0,0,
178.7,1,0,0,0,
178.8,1,0,0,0,
178.9,1,0,0,0,
179,1,0,0,0,
179.1,1,0,0,0,
179.2,1,0,0,0,
179.3,1,0,0,0,
179.4,1,0,0,0,
179.5,1,0,0,0,
179.6,1,0,0,0,
179.7,1,0,0,0,
179.8,1,0,0,0,
179.9,1,0,0,0,
180,1,0,0,0,
180.1,1,0,0,0,
180.2,1,0,0,0,
180.3,1,0,0,0,
180.4,1,0,0,0,
180.5,1,0,0,0,
180.6,1,0,0,0,
180.7,1,0,0,0,
180.8,1,0,0,0,
180.9,1,0,0,0,
181,1,0,0,0,
181.1,1,0,0,0,
181.2,1,0,0,0,
181.3,1,0,0,0,
181.4,1,0,0,0,
181.5,1,0,0,0,
181.6,1,0,0,0,
181.7,1,0,0,0,
181.8,1,0,0,0,
181.9,1,0,0,0,
182,1,0,0,0,
182.1,1,0,0,0,
182.2,1,0,0,0,
182.3,1,0,0,0,
182.4,1,0,0,0,
182.5,1,0,0,0,
182.6,1,0,0,0,
182.7,1,0,0,0,
182.8,1,0,0,0,
182.9,1,0,0,0,
183,1,0,0,0,
183.1,1,0,0,0,
183.2,1,0,0,0,
183.3,1,0,0,0,
183.4,1,0,0,0,
183.5,1,0,0,0,
183.6,1,0,0,0,
183.7,1,0,0,0,
183.8,1,0,0,0,
183.9,1,0,0,0,
184,1,0,0,0,
184.1,1,0,0,0,
184.2,1,0,0,0,
184.3,1,0,0,0,
184.4,1,0,0,0,
184.5,1,0,0,0,
184.6,1,0,0,0,
184.7,1,0,0,0,
184.8,1,0,0,0,
184.9,1,0,0,0,
185,1,0,0,0,
185.1,1,0,0,0,
185.2,1,0,0,0,
185.3,1,0,0,0,
185.4,1,0,0,0,
185.5,1,0,0,0,
185.6,1,0,0,0,
185.7,1,0,0,0,
185.8,1,0,0,0,
185.9,1,0,0,0,
186,1,0,0,0,
186.1,1,0,0,0,
186.2,1,0,0,0,
186.3,1,0,0,0,
186.4,1,0,0,0,
186.5,1,0,0,0,
186.6,1,0,0,0,
186.7,1,0,0,0,
186.8,1,0,0,0,
186.9,1,0,0,0,
187,1,0,0,0,
187.1,1,0,0,0,
187.2,1,0,0,0,
187.3,1,0,0,0,
187.4,1,0,0,0,
187.5,1,0,0,0,
187.6,1,0,0,0,
187.7,1,0,0,0,
187.8,1,0,0,0,
187.9,1,0,0,0,
188,1,0,0,0,
188.1,1,0,0,0,
188.2,1,0,0,0,
188.3,1,0,0,0,
188.4,1,0,0,0,
188.5,1,0,0,0,
188.6,1,0,0,0,
188.7,1,0,0,0,
188.8,1,0,0,0,
188.9,1,0,0,0,
189,1,0,0,0,
189.1,1,0,0,0,
189.2,1,0,0,0,
189.3,1,0,0,0,
189.4,1,0,0,0,
189.5,1,0,0,0,
189.6,1,0,0,0,
189.7,1,0,0,0,
189.8,1,0,0,0,
189.9,1,0,0,0,
190,1,0,0,0,
190.1,1,0,0,0,
190.2,1,0,0,0,
190.3,1,0,0,0,
190.4,1,0,0,0,
190.5,1,0,0,0,
190.6,1,0,0,0,
190.7,1,0,0,0,
190.8,1,0,0,0,
190.9,1,0,0,0,
191,1,0,0,0,
191.1,1,0,0,0,
191.2,1,0,0,0,
191.3,1,0,0,0,
191.4,1,0,0,0,
191.5,1,0,0,0,
191.6,1,0,0,0,
191.7,1,0,0,0,
191.8,1,0,0,0,
191.9,1,0,0,0,
192,1,0,0,0,
192.1,1,0,0,0,
192.2,1,0,0,0,
192.3,1,0,0,0,
192.4,1,0,0,0,
192.5,1,0,0,0,
192.6,1,0,0,0,
192.7,1,0,0,0,
192.8,1,0,0,0,
192.9,1,0,0,0,
193,1,0,0,0,
193.1,1,0,0,0,
193.2,1,0,0,0,
193.3,1,0,0,0,
193.4,1,0,0,0,
193.5,1,0,0,0,
193.6,1,0,0,0,
193.7,1,0,0,0,
193.8,1,0,0,0,
193.9,1,0,0,0,
194,1,0,0,0,
194.1,1,0,0,0,
194.2,1,0,0,0,
194.3,1,0,0,0,
194.4,1,0,0,0,
194.5,1,0,0,0,
194.6,1,0,0,0,
194.7,1,0,0,0,
194.8,1,0,0,0,
194.9,1,0,0,0,
195,1,0,0,0,
195.1,1,0,0,0,
195.2,1,0,0,0,
195.3,1,0,0,0,
195.4,1,0,0,0,
195.5,1,0,0,0,
195.6,1,0,0,0,
195.7,1,0,0,0,
195.8,1,0,0,0,
195.9,1,0,0,0,
196,1,0,0,0,
196.1,1,0,0,0,
196.2,1,0,0,0,
196.3,1,0,0,0,
196.4,1,0,0,0,
196.5,1,0,0,0,
196.6,1,0,0,0,
196.7,1,0,0,0,
196.8,1,0,0,0,
196.9,1,0,0,0,
197,1,0,0,0,
197.1,1,0,0,0,
197.2,1,0,0,0,
197.3,1,0,0,0,
197.4,1,0,0,0,
197.5,1,0,0,0,
197.6,1,0,0,0,
197.7,1,0,0,0,
197.8,1,0,0,0,
197.9,1,0,0,0,
198,1,0,0,0,
198.1,1,0,0,0,
198.2,1,0,0,0,
198.3,1,0,0,0,
198.4,1,0,0,0,
198.5,1,0,0,0,
198.6,1,0,0,0,
198.7,1,0,0,0,
198.8,1,0,0,0,
198.9,1,0,0,0,
199,1,0,0,0,
199.1,1,0,0,0,
199.2,1,0,0,0,
199.3,1,0,0,0,
199.4,1,0,0,0,
199.5,1,0,0,0,
199.6,1,0,0,0,
199.7,1,0,0,0,
199.8,1,0,0,0,
199.9,1,0,0,0,
200,1,0,0,1,
200.1,1,0,0,1,
200.2,1,0,0,1,
200.3,1,0,0,1,
200.4,1,0,0,1,
200.5,1,0,0,1,
200.6,1,0,0,1,
200.7,1,0,0,1,
200.8,1,0,0,1,
200.9,1,0,0,1,
201,1,0,0,1,
201.1,1,0,0,1,
201.2,1,0,0,1,
201.3,1,0,0,1,
201.4,1,0,0,1,
201.5,1,0,0,1,
201.6,1,0,0,1,
201.7,1,0,0,1,
201.8,1,0,0,1,
201.9,1,0,0,1,
202,1,0,0,1,
202.1,1,0,0,1,
202.2,1,0,0,1,
